event	round	count	exit
l2_rqsts.code_rd_hit:u	1	74693	0
l2_rqsts.code_rd_hit:u	2	81923	0
icache_64b.iftag_miss:u	1	74585	0
icache_64b.iftag_miss:u	2	76601	0
br_inst_retired.cond_taken:u	1	5819984	0
br_inst_retired.cond_taken:u	2	5819984	0
br_inst_retired.cond_taken:u	3	5819984	0
br_inst_retired.cond_taken:u	4	5819984	0
br_inst_retired.cond_taken:u	5	5819984	0
br_inst_retired.cond_taken:u	6	5819984	0
br_inst_retired.cond_taken:u	7	5819984	0
br_inst_retired.cond_taken:u	8	5819984	0
br_inst_retired.cond_taken:u	9	5819984	0
br_inst_retired.cond_taken:u	10	5819984	0
br_inst_retired.cond_taken:u	11	5819984	0
br_inst_retired.cond_taken:u	12	5819984	0
br_inst_retired.cond_taken:u	13	5819984	0
br_inst_retired.cond_taken:u	14	5819984	0
br_inst_retired.cond_taken:u	15	5819984	0
br_inst_retired.cond_taken:u	16	5819984	0
br_inst_retired.cond_taken:u	17	5819984	0
br_inst_retired.cond_taken:u	18	5819984	0
br_inst_retired.cond_taken:u	19	5819984	0
br_inst_retired.cond_taken:u	20	5819984	0
br_inst_retired.cond_taken:u	21	5819984	0
br_inst_retired.cond_taken:u	22	5819984	0
br_inst_retired.cond_taken:u	23	5819984	0
br_inst_retired.cond_taken:u	24	5819984	0
br_inst_retired.cond_taken:u	25	5819984	0
br_inst_retired.cond_taken:u	26	5819984	0
br_inst_retired.cond_taken:u	27	5819984	0
br_inst_retired.cond_taken:u	28	5819984	0
br_inst_retired.cond_taken:u	29	5819984	0
br_inst_retired.cond_taken:u	30	5819984	0
br_inst_retired.cond_taken:u	31	5819984	0
br_inst_retired.cond_taken:u	32	5819984	0
br_inst_retired.cond_taken:u	33	5819984	0
br_inst_retired.cond_taken:u	34	5819984	0
br_inst_retired.cond_taken:u	35	5819984	0
br_inst_retired.cond_taken:u	36	5819984	0
br_inst_retired.cond_taken:u	37	5819984	0
br_inst_retired.cond_taken:u	38	5819984	0
br_inst_retired.cond_taken:u	39	5819984	0
br_inst_retired.cond_taken:u	40	5819984	0
br_inst_retired.cond_taken:u	41	5819984	0
br_inst_retired.cond_taken:u	42	5819984	0
br_inst_retired.cond_taken:u	43	5819984	0
br_inst_retired.cond_taken:u	44	5819984	0
br_inst_retired.cond_taken:u	45	5819984	0
br_inst_retired.cond_taken:u	46	5819984	0
br_inst_retired.cond_taken:u	47	5819984	0
br_inst_retired.cond_taken:u	48	5819984	0
br_inst_retired.cond_taken:u	49	5819984	0
br_inst_retired.cond_taken:u	50	5819984	0
br_inst_retired.cond_taken:u	51	5819984	0
br_inst_retired.cond_taken:u	52	5819984	0
br_inst_retired.cond_taken:u	53	5819984	0
br_inst_retired.cond_taken:u	54	5819984	0
br_inst_retired.cond_taken:u	55	5819984	0
br_inst_retired.cond_taken:u	56	5819984	0
br_inst_retired.cond_taken:u	57	5819984	0
br_inst_retired.cond_taken:u	58	5819984	0
br_inst_retired.cond_taken:u	59	5819984	0
br_inst_retired.cond_taken:u	60	5819984	0
br_inst_retired.cond_taken:u	61	5819984	0
br_inst_retired.cond_taken:u	62	5819984	0
br_inst_retired.cond_taken:u	63	5819984	0
br_inst_retired.cond_taken:u	64	5819984	0
br_inst_retired.cond_taken:u	65	5819984	0
br_inst_retired.cond_taken:u	66	5819984	0
br_inst_retired.cond_taken:u	67	5819984	0
br_inst_retired.cond_taken:u	68	5819984	0
br_inst_retired.cond_taken:u	69	5819984	0
br_inst_retired.cond_taken:u	70	5819984	0
br_inst_retired.cond_taken:u	71	5819984	0
br_inst_retired.cond_taken:u	72	5819984	0
br_inst_retired.cond_taken:u	73	5819984	0
br_inst_retired.cond_taken:u	74	5819984	0
br_inst_retired.cond_taken:u	75	5819984	0
br_inst_retired.cond_taken:u	76	5819984	0
br_inst_retired.cond_taken:u	77	5819984	0
br_inst_retired.cond_taken:u	78	5819984	0
br_inst_retired.cond_taken:u	79	5819984	0
br_inst_retired.cond_taken:u	80	5819984	0
br_inst_retired.cond_taken:u	81	5819984	0
br_inst_retired.cond_taken:u	82	5819984	0
br_inst_retired.cond_taken:u	83	5819984	0
br_inst_retired.cond_taken:u	84	5819984	0
br_inst_retired.cond_taken:u	85	5819984	0
br_inst_retired.cond_taken:u	86	5819984	0
br_inst_retired.cond_taken:u	87	5819984	0
br_inst_retired.cond_taken:u	88	5819984	0
br_inst_retired.cond_taken:u	89	5819984	0
br_inst_retired.cond_taken:u	90	5819984	0
br_inst_retired.cond_taken:u	91	5819984	0
br_inst_retired.cond_taken:u	92	5819984	0
br_inst_retired.cond_taken:u	93	5819984	0
br_inst_retired.cond_taken:u	94	5819984	0
br_inst_retired.cond_taken:u	95	5819984	0
br_inst_retired.cond_taken:u	96	5819984	0
br_inst_retired.cond_taken:u	97	5819984	0
br_inst_retired.cond_taken:u	98	5819984	0
br_inst_retired.cond_taken:u	99	5819984	0
br_inst_retired.cond_taken:u	100	5819984	0
uops_dispatched.port_0:u	1	1802903766	0
uops_dispatched.port_0:u	2	1803139189	0
