event	round	count	exit
l2_rqsts.swpf_miss:u	1	0	0
l2_rqsts.swpf_miss:u	2	0	0
l2_rqsts.swpf_miss:u	3	0	0
l2_rqsts.swpf_miss:u	4	0	0
l2_rqsts.swpf_miss:u	5	0	0
l2_rqsts.swpf_miss:u	6	0	0
l2_rqsts.swpf_miss:u	7	0	0
l2_rqsts.swpf_miss:u	8	0	0
l2_rqsts.swpf_miss:u	9	0	0
l2_rqsts.swpf_miss:u	10	0	0
l2_rqsts.swpf_miss:u	11	0	0
l2_rqsts.swpf_miss:u	12	0	0
l2_rqsts.swpf_miss:u	13	0	0
l2_rqsts.swpf_miss:u	14	0	0
l2_rqsts.swpf_miss:u	15	0	0
l2_rqsts.swpf_miss:u	16	0	0
l2_rqsts.swpf_miss:u	17	0	0
l2_rqsts.swpf_miss:u	18	0	0
l2_rqsts.swpf_miss:u	19	1	0
icache_tag.stalls:u	1	657471	0
icache_tag.stalls:u	2	661179	0
cycle_activity.cycles_l2_miss:u	1	267684528	0
cycle_activity.cycles_l2_miss:u	2	267276024	0
uops_executed.x87:u	1	36132901	0
uops_executed.x87:u	2	36131619	0
