event	round	count	exit
mem-stores:u	1	24160000	0
mem-stores:u	2	24160000	0
mem-stores:u	3	24160000	0
mem-stores:u	4	24160000	0
mem-stores:u	5	24160000	0
l2_lines_out.silent:u	1	601929	0
l2_lines_out.silent:u	2	602029	0
longest_lat_cache.miss:u	1	600027	0
longest_lat_cache.miss:u	2	599872	0
mem_load_retired.fb_hit:u	1	8488547	0
mem_load_retired.fb_hit:u	2	8433433	0
fp_arith_inst_retired.8_flops:u	1	2900000	0
fp_arith_inst_retired.8_flops:u	2	2900000	0
fp_arith_inst_retired.8_flops:u	3	2900000	0
fp_arith_inst_retired.8_flops:u	4	2900000	0
fp_arith_inst_retired.8_flops:u	5	2900000	0
idq.dsb_cycles:u	1	36139397	0
idq.dsb_cycles:u	2	35749948	0
hle_retired.aborted:u	1	0	0
hle_retired.aborted:u	2	0	0
hle_retired.aborted:u	3	0	0
hle_retired.aborted:u	4	0	0
hle_retired.aborted:u	5	0	0
tx_exec.misc3:u	1	0	0
tx_exec.misc3:u	2	0	0
tx_exec.misc3:u	3	0	0
tx_exec.misc3:u	4	0	0
tx_exec.misc3:u	5	0	0
core_snoop_response.rsp_sfwdm:u	1	10001	0
core_snoop_response.rsp_sfwdm:u	2	9936	0
br_misp_retired.near_call:u	1	2	0
br_misp_retired.near_call:u	2	3	0
cycle_activity.stalls_mem_any:u	1	1010819507	0
cycle_activity.stalls_mem_any:u	2	1001699018	0
ld_blocks_partial.address_alias:u	1	356314	0
ld_blocks_partial.address_alias:u	2	361144	0
uops_dispatched_port.port_4:u	1	129667867	0
uops_dispatched_port.port_4:u	2	129942721	0
uops_issued.stall_cycles:u	1	2051427588	0
uops_issued.stall_cycles:u	2	2046812725	0
dtlb_store_misses.walk_completed_2m_4m:u	1	0	0
dtlb_store_misses.walk_completed_2m_4m:u	2	0	0
dtlb_store_misses.walk_completed_2m_4m:u	3	0	0
dtlb_store_misses.walk_completed_2m_4m:u	4	0	0
dtlb_store_misses.walk_completed_2m_4m:u	5	0	0
iTLB-loads:u	1	3	0
iTLB-loads:u	2	1	0
